기간	자치구	동	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 정원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황	보육시설 현원 현황
2013	금천구	독산3동	958	173	-	49	646	90	-	-	837	156	-	49	558	74	-	-
2013	금천구	독산4동	716	130	-	-	516	70	-	-	603	116	-	-	443	44	-	-
2013	금천구	시흥1동	1,024	197	-	193	273	296	-	65	933	197	-	180	239	262	-	55
2013	금천구	시흥2동	580	75	-	40	66	399	-	-	527	68	-	35	59	365	-	-
2013	금천구	시흥3동	300	99	-	89	112	-	-	-	271	96	-	80	95	-	-	-
2013	금천구	시흥4동	1,043	68	-	156	679	140	-	-	921	66	-	137	589	129	-	-
2013	금천구	시흥5동	1,400	204	223	91	759	109	14	-	1,166	156	213	36	659	96	6	-
2013	영등포구	소계	11,455	1,981	169	166	5,507	2,062	-	1,570	10,172	1,835	144	158	4,849	1,889	-	1,297
2013	영등포구	여의동	1,672	45	-	-	-	139	-	1,488	1,400	40	-	-	-	137	-	1,223
2013	영등포구	당산1동	711	106	-	-	459	109	-	37	675	101	-	-	453	92	-	29
2013	영등포구	당산2동	752	-	-	-	483	269	-	-	693	-	-	-	427	266	-	-
2013	영등포구	양평1동	413	158	-	-	154	101	-	-	402	152	-	-	151	99	-	-
2013	영등포구	양평2동	597	64	44	86	107	251	-	45	572	63	37	85	102	240	-	45
2013	영등포구	신길1동	558	94	-	-	360	104	-	-	418	86	-	-	261	71	-	-
2013	영등포구	신길3동	409	59	-	-	253	97	-	-	343	45	-	-	225	73	-	-
2013	영등포구	신길4동	557	148	-	40	357	12	-	-	535	141	-	36	349	9	-	-
2013	영등포구	신길5동	285	117	-	-	168	-	-	-	270	112	-	-	158	-	-	-
2013	영등포구	신길6동	895	227	-	-	545	123	-	-	812	220	-	-	486	106	-	-
2013	영등포구	신길7동	493	137	-	-	284	72	-	-	375	129	-	-	182	64	-	-
2013	영등포구	대림1동	542	59	-	-	406	77	-	-	408	52	-	-	300	56	-	-
2013	영등포구	대림2동	492	89	-	-	383	20	-	-	445	85	-	-	340	20	-	-
2013	영등포구	대림3동	898	229	-	-	500	169	-	-	850	213	-	-	486	151	-	-
2013	영등포구	영등포본동	490	133	-	-	203	154	-	-	460	124	-	-	185	151	-	-
2013	영등포구	영등포동	572	99	46	-	407	20	-	-	490	77	32	-	361	20	-	-
2013	영등포구	도림동	373	133	79	40	43	78	-	-	349	117	75	37	43	77	-	-
2013	영등포구	문래동	746	84	-	-	395	267	-	-	675	78	-	-	340	257	-	-
2013	동작구	소계	9,766	2,749	103	39	4,656	2,027	49	143	8,903	2,660	90	33	4,085	1,893	41	101
2013	동작구	노량진2동	233	139	-	-	59	-	-	35	211	127	-	-	58	-	-	26
2013	동작구	상도1동	1,094	523	63	-	303	205	-	-	1,036	518	54	-	280	184	-	-
2013	동작구	상도2동	697	178	-	-	295	224	-	-	672	173	-	-	287	212	-	-
2013	동작구	상도3동	853	144	-	-	642	67	-	-	776	142	-	-	577	57	-	-
2013	동작구	상도4동	911	123	-	-	554	185	49	-	827	121	-	-	492	173	41	-
2013	동작구	사당1동	728	213	-	-	495	20	-	-	677	203	-	-	454	20	-	-
2013	동작구	사당3동	596	256	-	-	245	95	-	-	569	250	-	-	225	94	-	-
2013	동작구	사당4동	380	47	-	-	275	58	-	-	367	47	-	-	262	58	-	-
2013	동작구	사당5동	353	178	-	-	55	120	-	-	313	176	-	-	55	82	-	-
2013	동작구	대방동	666	241	20	-	270	135	-	-	657	240	17	-	267	133	-	-
2013	동작구	신대방1동	610	79	-	-	396	135	-	-	536	75	-	-	334	127	-	-
2013	동작구	신대방2동	405	120	-	-	77	120	-	88	353	118	-	-	68	108	-	59
2013	동작구	흑석동	896	218	-	-	516	142	-	20	631	204	-	-	273	138	-	16
2013	동작구	노량진1동	616	130	-	39	173	274	-	-	575	112	-	33	162	268	-	-
2013	동작구	사당2동	728	160	20	-	301	247	-	-	703	154	19	-	291	239	-	-
2013	관악구	소계	12,246	3,219	171	609	5,133	2,490	37	587	11,311	3,011	140	545	4,810	2,310	31	464
2013	관악구	보라매동	708	79	-	-	550	79	-	-	671	77	-	-	525	69	-	-
2013	관악구	청림동	525	105	-	-	53	367	-	-	490	100	-	-	52	338	-	-
2013	관악구	행운동	555	65	-	94	234	162	-	-	517	64	-	90	210	153	-	-
2013	관악구	낙성대동	662	75	-	132	155	20	-	280	620	73	-	131	145	20	-	251
2013	관악구	중앙동	301	79	-	49	161	12	-	-	268	78	-	49	130	11	-	-
2013	관악구	인헌동	641	88	-	-	460	93	-	-	613	88	-	-	441	84	-	-
2013	관악구	남현동	390	54	-	88	176	72	-	-	341	52	-	76	152	61	-	-
2013	관악구	서원동	388	153	-	-	167	68	-	-	368	149	-	-	159	60	-	-
2013	관악구	신원동	511	139	-	-	328	16	-	28	451	120	-	-	295	16	-	20
2013	관악구	서림동	399	131	39	-	97	132	-	-	341	105	30	-	94	112	-	-
2013	관악구	신사동	559	119	-	-	379	61	-	-	532	106	-	-	365	61	-	-
2013	관악구	신림동	219	137	-	-	82	-	-	-	215	134	-	-	81	-	-	-
2013	관악구	난향동	510	126	-	-	179	205	-	-	486	120	-	-	170	196	-	-
2013	관악구	조원동	545	161	-	-	306	78	-	-	520	151	-	-	292	77	-	-
2013	관악구	대학동	545	79	-	140	39	57	-	230	403	75	-	96	39	49	-	144
2013	관악구	은천동	1,050	379	-	-	384	287	-	-	984	344	-	-	363	277	-	-
2013	관악구	성현동	928	154	40	-	308	389	37	-	861	140	40	-	301	349	31	-
2013	관악구	청룡동	676	237	-	49	250	91	-	49	650	234	-	49	228	90	-	49
2013	관악구	난곡동	708	178	52	37	406	35	-	-	671	167	47	36	389	32	-	-
2013	관악구	삼성동	601	381	40	20	46	114	-	-	533	339	23	18	46	107	-	-
2013	관악구	미성동	825	300	-	-	373	152	-	-	776	295	-	-	333	148	-	-
2013	서초구	소계	8,948	2,479	-	237	3,072	1,724	82	1,354	8,227	2,346	-	235	2,826	1,677	69	1,074
2013	서초구	서초1동	648	162	-	-	152	40	-	294	585	159	-	-	150	40	-	236
2013	서초구	서초2동	704	106	-	-	85	130	-	383	609	105	-	-	76	129	-	299
2013	서초구	서초3동	604	46	-	-	187	55	49	267	531	42	-	-	170	52	37	230
2013	서초구	서초4동	176	-	-	-	136	40	-	-	171	-	-	-	131	40	-	-
2013	서초구	잠원동	376	86	-	-	117	173	-	-	368	79	-	-	117	172	-	-
2013	서초구	반포본동	75	-	-	-	-	48	-	27	71	-	-	-	-	47	-	24
2013	서초구	반포1동	446	174	-	-	193	79	-	-	423	170	-	-	179	74	-	-
2013	서초구	반포2동	402	107	-	-	235	60	-	-	386	106	-	-	225	55	-	-
2013	서초구	반포3동	528	169	-	-	69	290	-	-	519	164	-	-	68	287	-	-
2013	서초구	반포4동	736	497	-	-	161	55	-	23	728	495	-	-	156	54	-	23
2013	서초구	방배본동	95	-	-	-	46	-	-	49	58	-	-	-	42	-	-	16
2013	서초구	방배1동	162	30	-	-	75	57	-	-	149	27	-	-	68	54	-	-
2013	서초구	방배2동	744	136	-	237	260	111	-	-	705	135	-	235	233	102	-	-
2013	서초구	방배3동	440	255	-	-	127	58	-	-	416	243	-	-	118	55	-	-
2013	서초구	방배4동	580	75	-	-	398	107	-	-	509	57	-	-	350	102	-	-
2013	서초구	양재1동	1,326	284	-	-	569	391	33	49	1,193	235	-	-	493	384	32	49
2013	서초구	양재2동	604	263	-	-	262	30	-	49	575	259	-	-	250	30	-	36
2013	서초구	내곡동	302	89	-	-	-	-	-	213	231	70	-	-	-	-	-	161
2013	강남구	소계	10,693	4,223	-	-	3,701	1,508	-	1,261	9,419	3,815	-	-	3,377	1,304	-	923
2013	강남구	신사동	275	234	-	-	21	20	-	-	235	200	-	-	20	15	-	-
2013	강남구	논현1동	416	183	-	-	213	20	-	-	381	168	-	-	195	18	-	-
2013	강남구	논현2동	242	114	-	-	93	-	-	35	203	107	-	-	82	-	-	14
2013	강남구	삼성1동	604	298	-	-	68	-	-	238	534	284	-	-	68	-	-	182
2013	강남구	삼성2동	795	139	-	-	369	97	-	190	675	128	-	-	310	89	-	148
2013	강남구	대치1동	188	99	-	-	89	-	-	-	168	89	-	-	79	-	-	-
2013	강남구	대치4동	598	225	-	-	206	20	-	147	455	185	-	-	148	19	-	103
2013	강남구	역삼1동	691	69	-	-	345	19	-	258	550	61	-	-	320	17	-	152
2013	강남구	역삼2동	528	209	-	-	211	59	-	49	449	166	-	-	202	55	-	26
2013	강남구	도곡1동	411	159	-	-	173	79	-	-	370	142	-	-	150	78	-	-
2013	강남구	도곡2동	343	270	-	-	34	39	-	-	325	257	-	-	34	34	-	-
2013	강남구	개포1동	237	13	-	-	138	86	-	-	217	12	-	-	128	77	-	-
2013	강남구	개포4동	812	312	-	-	420	80	-	-	734	275	-	-	384	75	-	-
2013	강남구	일원본동	706	95	-	-	287	74	-	250	656	94	-	-	271	66	-	225
2013	강남구	일원1동	509	116	-	-	324	69	-	-	487	115	-	-	305	67	-	-
2013	강남구	일원2동	438	189	-	-	64	146	-	39	405	174	-	-	63	135	-	33
2013	강남구	수서동	395	249	-	-	106	40	-	-	375	233	-	-	102	40	-	-
2013	강남구	세곡동	985	442	-	-	132	411	-	-	813	387	-	-	124	302	-	-
2013	강남구	압구정동	301	228	-	-	73	-	-	-	272	204	-	-	68	-	-	-
2013	강남구	청담동	481	203	-	-	223	-	-	55	436	180	-	-	216	-	-	40
2013	강남구	대치2동	434	303	-	-	21	110	-	-	403	282	-	-	20	101	-	-
2013	강남구	개포2동	304	74	-	-	91	139	-	-	276	72	-	-	88	116	-	-
2013	송파구	소계	16,567	3,112	84	276	8,051	4,317	-	727	14,871	2,789	82	254	7,184	3,938	-	624
2013	송파구	풍납1동	381	90	-	-	198	93	-	-	358	89	-	-	179	90	-	-
2013	송파구	풍납2동	1,226	268	-	-	423	235	-	300	1,083	254	-	-	349	203	-	277
2013	송파구	거여1동	782	133	84	-	428	137	-	-	759	133	82	-	415	129	-	-
2013	송파구	거여2동	614	176	-	-	290	148	-	-	586	169	-	-	275	142	-	-
2013	송파구	마천1동	705	283	-	60	231	131	-	-	683	279	-	57	220	127	-	-
2013	송파구	마천2동	918	180	-	61	442	235	-	-	835	170	-	52	417	196	-	-
2013	송파구	방이1동	381	-	-	-	324	57	-	-	351	-	-	-	309	42	-	-
2013	송파구	방이2동	616	-	-	20	380	216	-	-	472	-	-	19	286	167	-	-
2013	송파구	오륜동	99	-	-	-	-	-	-	99	65	-	-	-	-	-	-	65
2013	송파구	오금동	908	113	-	-	623	172	-	-	689	112	-	-	428	149	-	-
2013	송파구	송파1동	699	284	-	20	239	119	-	37	668	278	-	20	229	108	-	33
2013	송파구	송파2동	280	-	-	-	187	93	-	-	266	-	-	-	181	85	-	-
2013	송파구	석촌동	978	89	-	20	772	97	-	-	914	89	-	17	712	96	-	-
2013	송파구	삼전동	942	80	-	64	766	32	-	-	923	77	-	58	756	32	-	-
2013	송파구	가락본동	825	131	-	-	453	177	-	64	708	130	-	-	362	155	-	61
2013	송파구	가락1동	231	212	-	-	-	19	-	-	138	120	-	-	-	18	-	-
2013	송파구	가락2동	1,131	27	-	-	894	178	-	32	1,007	26	-	-	799	158	-	24
2013	송파구	문정1동	533	91	-	-	325	117	-	-	441	90	-	-	242	109	-	-
2013	송파구	문정2동	58	-	-	-	-	58	-	-	58	-	-	-	-	58	-	-
2013	송파구	장지동	1,357	454	-	-	396	507	-	-	1,118	296	-	-	381	441	-	-
2013	송파구	잠실본동	703	79	-	31	544	49	-	-	659	78	-	31	508	42	-	-
2013	송파구	잠실4동	824	166	-	-	28	582	-	48	789	154	-	-	28	559	-	48
2013	송파구	잠실6동	334	-	-	-	-	187	-	147	283	-	-	-	-	167	-	116
2013	송파구	잠실2동	632	226	-	-	73	333	-	-	614	216	-	-	73	325	-	-
2013	송파구	잠실3동	410	30	-	-	35	345	-	-	404	29	-	-	35	340	-	-
2013	강동구	소계	13,526	2,341	87	168	7,784	2,972	-	174	12,238	2,178	85	159	6,995	2,699	-	122
2013	강동구	강일동	1,497	223	-	-	398	756	-	120	1,292	211	-	-	343	668	-	70
2013	강동구	상일동	627	135	-	-	286	206	-	-	554	130	-	-	259	165	-	-
2013	강동구	명일1동	894	74	-	-	549	271	-	-	814	74	-	-	495	245	-	-
2013	강동구	명일2동	299	-	-	-	199	100	-	-	212	-	-	-	117	95	-	-
2013	강동구	고덕1동	504	201	-	-	246	57	-	-	444	185	-	-	206	53	-	-
2013	강동구	고덕2동	420	79	-	-	207	134	-	-	371	79	-	-	164	128	-	-
2013	강동구	암사2동	646	102	-	-	334	210	-	-	623	96	-	-	326	201	-	-
2013	강동구	암사3동	446	77	-	-	211	158	-	-	442	77	-	-	210	155	-	-
2013	강동구	천호1동	742	221	-	-	381	140	-	-	711	214	-	-	378	119	-	-
2013	강동구	천호3동	621	79	-	-	444	98	-	-	593	74	-	-	434	85	-	-
2013	강동구	성내1동	911	170	-	-	535	152	-	54	777	125	-	-	453	147	-	52
2013	강동구	성내2동	704	80	-	-	551	73	-	-	672	77	-	-	524	71	-	-
2013	강동구	성내3동	714	94	-	-	564	56	-	-	682	90	-	-	537	55	-	-
2013	강동구	둔촌1동	112	-	-	-	-	112	-	-	90	-	-	-	-	90	-	-
2013	강동구	둔촌2동	800	209	87	-	347	157	-	-	726	193	85	-	303	145	-	-
2013	강동구	암사1동	1,174	118	-	89	889	78	-	-	1,047	115	-	81	776	75	-	-
2013	강동구	천호2동	982	412	-	-	550	20	-	-	926	385	-	-	522	19	-	-
2013	강동구	길동	1,433	67	-	79	1,093	194	-	-	1,262	53	-	78	948	183	-	-
