기간	자치구	동	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분	구분
2010	강서구	화곡1동	1,225	163	-	901	901	-	-	-	161	1,069	148	-	784	784	-	-	-	137
2010	강서구	우장산동	997	231	-	359	359	-	-	-	407	904	231	-	311	311	-	-	-	362
2010	구로구	소계	10,970	2,139	311	5,781	5,185	596	39	112	2,588	10,143	2,058	300	5,315	4,836	479	37	99	2,334
2010	구로구	신도림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	구로1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	구로3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	구로4동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	구로5동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	고척1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	고척2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	개봉2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	개봉3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	오류1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	오류2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	18	…	…
2010	구로구	수궁동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	19	…	…
2010	구로구	가리봉동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	구로2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	구로구	개봉1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	-	…	…
2010	금천구	소계	8,262	1,046	223	5,657	4,491	1,166	-	88	1,248	6,984	963	218	4,703	3,688	1,015	-	68	1,032
2010	금천구	가산동	589	57	-	475	212	263	-	-	57	469	35	-	399	159	240	-	-	35
2010	금천구	독산1동	773	121	-	350	231	119	-	49	253	612	117	-	250	165	85	-	32	213
2010	금천구	독산2동	1,032	79	-	795	735	60	-	-	158	879	73	-	689	638	51	-	-	117
2010	금천구	독산3동	997	173	-	739	649	90	-	-	85	895	161	-	663	579	84	-	-	71
2010	금천구	독산4동	705	77	-	563	563	-	-	-	65	587	75	-	461	461	-	-	-	51
2010	금천구	시흥1동	887	197	-	477	281	196	-	39	174	770	187	-	424	241	183	-	36	123
2010	금천구	시흥2동	564	52	-	215	175	40	-	-	297	441	46	-	119	82	37	-	-	276
2010	금천구	시흥3동	387	99	-	288	189	99	-	-	-	272	92	-	180	99	81	-	-	-
2010	금천구	시흥4동	980	68	-	826	660	166	-	-	86	882	68	-	735	586	149	-	-	79
2010	금천구	시흥5동	1,348	123	223	929	796	133	-	-	73	1,177	109	218	783	678	105	-	-	67
2010	영등포구	소계	9,824	1,902	210	5,352	5,086	266	-	980	1,380	8,654	1,802	197	4,685	4,443	242	-	783	1,187
2010	영등포구	여의동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	당산1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	당산2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	양평1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	양평2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길4동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길5동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길6동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	신길7동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	대림1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	대림2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	대림3동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	영등포본동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	영등포동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	도림동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	영등포구	문래동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	동작구	소계	8,297	2,659	103	4,114	3,973	141	38	74	1,309	7,323	2,536	95	3,448	3,362	86	37	48	1,159
2010	동작구	노량진2동	…	…	…	…	…	…	…	…	…	244	130	-	93	93	-	-	21	-
2010	동작구	상도1동	…	…	…	…	…	…	…	…	…	847	472	55	214	214	-	-	-	106
2010	동작구	상도2동	…	…	…	…	…	…	…	…	…	343	128	-	146	146	-	-	-	69
2010	동작구	상도3동	…	…	…	…	…	…	…	…	…	713	143	-	509	509	-	-	-	61
2010	동작구	상도4동	…	…	…	…	…	…	…	…	…	757	123	-	474	474	-	37	-	123
2010	동작구	사당1동	…	…	…	…	…	…	…	…	…	629	203	-	410	410	-	-	-	16
2010	동작구	사당3동	…	…	…	…	…	…	…	…	…	440	249	-	172	172	-	-	-	19
2010	동작구	사당4동	…	…	…	…	…	…	…	…	…	314	47	-	214	214	-	-	-	53
2010	동작구	사당5동	…	…	…	…	…	…	…	…	…	257	178	-	22	22	-	-	-	57
2010	동작구	대방동	…	…	…	…	…	…	…	…	…	532	229	20	187	187	-	-	-	96
2010	동작구	신대방1동	…	…	…	…	…	…	…	…	…	461	78	-	278	278	-	-	-	105
2010	동작구	신대방2동	…	…	…	…	…	…	…	…	…	345	79	-	168	168	-	-	27	71
2010	동작구	흑석동	…	…	…	…	…	…	…	…	…	501	207	-	198	144	54	-	-	96
2010	동작구	노량진1동	…	…	…	…	…	…	…	…	…	441	113	-	167	135	32	-	-	161
2010	동작구	사당2동	…	…	…	…	…	…	…	…	…	499	157	20	196	196	-	-	-	126
2010	관악구	소계	10,761	3,000	237	5,326	4,402	924	30	259	1,909	9,667	2,744	192	4,718	3,909	809	30	246	1,737
2010	관악구	보라매동	…	…	…	…	…	…	-	…	…	467	79	-	339	339	-	-	-	49
2010	관악구	청림동	…	…	…	…	…	…	-	…	…	346	102	-	22	22	-	-	-	222
2010	관악구	행운동	…	…	…	…	…	…	-	…	…	425	56	-	268	126	142	-	-	101
2010	관악구	낙성대동	…	…	…	…	…	…	-	…	…	586	65	-	316	154	162	-	187	18
2010	관악구	중앙동	…	…	…	…	…	…	-	…	…	178	77	-	101	38	63	-	-	-
2010	관악구	인헌동	…	…	…	…	…	…	-	…	…	514	87	-	379	379	-	-	-	48
2010	관악구	남현동	…	…	…	…	…	…	-	…	…	190	-	-	132	132	-	-	-	58
2010	관악구	서원동	…	…	…	…	…	…	-	…	…	329	141	-	145	145	-	-	-	43
2010	관악구	신원동	…	…	…	…	…	…	-	…	…	380	118	-	230	192	38	-	16	16
2010	관악구	서림동	…	…	…	…	…	…	-	…	…	259	58	26	94	94	-	-	-	81
2010	관악구	신사동	…	…	…	…	…	…	-	…	…	515	102	-	351	351	-	-	-	62
2010	관악구	신림동	…	…	…	…	…	…	-	…	…	236	88	57	91	91	-	-	-	-
2010	관악구	난향동	…	…	…	…	…	…	-	…	…	450	125	-	196	107	89	-	-	129
2010	관악구	조원동	…	…	…	…	…	…	-	…	…	395	99	-	222	222	-	-	-	74
2010	관악구	대학동	…	…	…	…	…	…	-	…	…	228	85	-	127	38	89	-	-	16
2010	관악구	은천동	…	…	…	…	…	…	-	…	…	919	338	-	352	352	-	-	-	229
2010	관악구	성현동	…	…	…	…	…	…	30	…	…	673	90	39	300	284	16	30	-	214
2010	관악구	청룡동	…	…	…	…	…	…	-	…	…	632	225	-	280	213	67	-	43	84
2010	관악구	난곡동	…	…	…	…	…	…	-	…	…	629	175	49	379	343	36	-	-	26
2010	관악구	삼성동	…	…	…	…	…	…	-	…	…	540	340	21	54	35	19	-	-	125
2010	관악구	미성동	…	…	…	…	…	…	-	…	…	776	294	-	340	252	88	-	-	142
2010	서초구	소계	6,837	1,815	-	2,784	2,547	237	82	967	1,189	6,032	1,717	-	2,402	2,165	237	56	819	1,038
2010	서초구	서초1동	550	162	-	104	104	-	-	249	35	496	146	-	104	104	-	-	216	30
2010	서초구	서초2동	441	106	-	37	37	-	-	205	93	397	104	-	31	31	-	-	182	80
2010	서초구	서초3동	579	59	-	204	204	-	49	232	35	499	54	-	182	182	-	31	197	35
2010	서초구	서초4동	128	-	-	89	89	-	-	-	39	128	-	-	89	89	-	-	-	39
2010	서초구	잠원동	386	79	-	139	139	-	-	-	168	369	76	-	130	130	-	-	-	163
2010	서초구	반포본동	53	-	-	-	-	-	-	27	26	46	-	-	-	-	-	-	21	25
2010	서초구	반포1동	272	174	-	-	-	-	-	-	98	248	157	-	-	-	-	-	-	91
2010	서초구	반포2동	191	-	-	131	131	-	-	-	60	166	-	-	114	114	-	-	-	52
2010	서초구	반포3동	495	169	-	63	63	-	-	-	263	445	159	-	63	63	-	-	-	223
2010	서초구	반포4동	466	233	-	137	137	-	-	77	19	452	227	-	132	132	-	-	74	19
2010	서초구	방배본동	114	-	-	103	103	-	-	-	11	53	-	-	42	42	-	-	-	11
2010	서초구	방배1동	161	30	-	95	95	-	-	-	36	118	28	-	69	69	-	-	-	21
2010	서초구	방배2동	677	127	-	474	237	237	-	-	76	622	125	-	439	202	237	-	-	58
2010	서초구	방배3동	587	245	-	307	307	-	-	-	35	509	229	-	245	245	-	-	-	35
2010	서초구	방배4동	499	-	-	395	395	-	-	-	104	420	-	-	329	329	-	-	-	91
2010	서초구	양재1동	591	121	-	315	315	-	33	49	73	466	106	-	245	245	-	25	43	47
2010	서초구	양재2동	472	263	-	191	191	-	-	-	18	466	260	-	188	188	-	-	-	18
2010	서초구	내곡동	175	47	-	-	-	-	-	128	-	132	46	-	-	-	-	-	86	-
2010	강남구	소계	8,725	3,512	-	3,501	3,501	-	-	798	914	7,491	3,239	-	2,893	2,893	-	-	574	785
2010	강남구	신사동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	논현1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	논현2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	삼성1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	삼성2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	대치1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	대치4동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	역삼1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	역삼2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	도곡1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	도곡2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	개포1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	개포4동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	일원본동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	일원1동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	일원2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	수서동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	세곡동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	압구정동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	청담동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	대치2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	강남구	개포2동	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…	…
2010	송파구	소계	12,449	3,043	84	6,036	5,672	364	-	497	2,789	11,359	2,866	83	5,540	5,208	332	-	430	2,440
2010	송파구	풍납1동	…	…	…	…	…	…	-	…	…	365	88	-	191	191	-	-	-	86
2010	송파구	풍납2동	…	…	…	…	…	…	-	…	…	872	213	-	342	342	-	-	150	167
2010	송파구	거여1동	…	…	…	…	…	…	-	…	…	687	123	83	373	373	-	-	-	108
2010	송파구	거여2동	…	…	…	…	…	…	-	…	…	585	168	-	302	283	19	-	-	115
2010	송파구	마천1동	…	…	…	…	…	…	-	…	…	587	263	-	249	173	76	-	-	75
2010	송파구	마천2동	…	…	…	…	…	…	-	…	…	597	170	-	351	295	56	-	-	76
2010	송파구	방이1동	…	…	…	…	…	…	-	…	…	237	-	-	237	237	-	-	-	-
2010	송파구	방이2동	…	…	…	…	…	…	-	…	…	257	-	-	112	93	19	-	-	145
2010	송파구	오륜동	…	…	…	…	…	…	-	…	…	86	-	-	-	-	-	-	67	19
2010	송파구	오금동	…	…	…	…	…	…	-	…	…	497	108	-	303	303	-	-	-	86
2010	송파구	송파1동	…	…	…	…	…	…	-	…	…	590	271	-	175	156	19	-	32	112
2010	송파구	송파2동	…	…	…	…	…	…	-	…	…	197	-	-	126	126	-	-	-	71
2010	송파구	석촌동	…	…	…	…	…	…	-	…	…	771	88	-	639	621	18	-	-	44
2010	송파구	삼전동	…	…	…	…	…	…	-	…	…	528	77	-	406	346	60	-	-	45
2010	송파구	가락본동	…	…	…	…	…	…	-	…	…	579	127	-	359	359	-	-	50	43
2010	송파구	가락1동	…	…	…	…	…	…	-	…	…	368	317	-	17	-	17	-	-	34
2010	송파구	가락2동	…	…	…	…	…	…	-	…	…	616	25	-	469	469	-	-	21	101
2010	송파구	문정1동	…	…	…	…	…	…	-	…	…	353	89	-	189	189	-	-	-	75
2010	송파구	문정2동	…	…	…	…	…	…	-	…	…	18	-	-	-	-	-	-	-	18
2010	송파구	장지동	…	…	…	…	…	…	-	…	…	772	288	-	271	271	-	-	-	213
2010	송파구	잠실본동	…	…	…	…	…	…	-	…	…	509	121	-	307	259	48	-	-	81
2010	송파구	잠실4동	…	…	…	…	…	…	-	…	…	415	162	-	24	24	-	-	-	229
2010	송파구	잠실6동	…	…	…	…	…	…	-	…	…	230	-	-	-	-	-	-	110	120
2010	송파구	잠실7동	…	…	…	…	…	…	-	…	…	-	-	-	-	-	-	-	-	-
2010	송파구	잠실2동	…	…	…	…	…	…	-	…	…	382	168	-	-	-	-	-	-	214
2010	송파구	잠실3동	…	…	…	…	…	…	-	…	…	261	-	-	98	98	-	-	-	163
2010	강동구	소계	10,690	1,898	87	6,751	6,640	111	-	54	1,900	9,371	1,806	87	5,850	5,742	108	-	51	1,577
2010	강동구	강일동	614	60	-	385	353	32	-	-	169	583	59	-	377	345	32	-	-	147
2010	강동구	상일동	560	135	-	274	274	-	-	-	151	486	122	-	257	257	-	-	-	107
2010	강동구	명일1동	607	74	-	398	398	-	-	-	135	543	74	-	350	350	-	-	-	119
2010	강동구	명일2동	136	-	-	77	77	-	-	-	59	109	-	-	72	72	-	-	-	37
2010	강동구	고덕1동	627	201	-	384	384	-	-	-	42	550	193	-	318	318	-	-	-	39
2010	강동구	고덕2동	417	79	-	191	191	-	-	-	147	324	78	-	143	143	-	-	-	103
2010	강동구	암사2동	325	102	-	73	73	-	-	-	150	301	97	-	70	70	-	-	-	134
2010	강동구	암사3동	386	77	-	211	211	-	-	-	98	364	75	-	205	205	-	-	-	84
2010	강동구	천호1동	609	221	-	302	302	-	-	-	86	582	211	-	297	297	-	-	-	74
2010	강동구	천호3동	581	79	-	425	425	-	-	-	77	533	77	-	391	391	-	-	-	65
2010	강동구	성내1동	542	62	-	274	274	-	-	54	152	467	62	-	238	238	-	-	51	116
2010	강동구	성내2동	471	80	-	301	301	-	-	-	90	410	79	-	267	267	-	-	-	64
2010	강동구	성내3동	648	94	-	498	498	-	-	-	56	569	90	-	424	424	-	-	-	55
2010	강동구	둔촌1동	111	-	-	-	-	-	-	-	111	108	-	-	-	-	-	-	-	108
2010	강동구	둔촌2동	719	160	87	342	342	-	-	-	130	650	152	87	303	303	-	-	-	108
2010	강동구	암사1동	1,148	111	-	978	978	-	-	-	59	922	109	-	760	760	-	-	-	53
2010	강동구	천호2동	834	363	-	452	452	-	-	-	19	734	328	-	387	387	-	-	-	19
2010	강동구	길동	1,355	-	-	1,186	1,107	79	-	-	169	1,136	-	-	991	915	76	-	-	145
